,flight_number,carrier,depart_terminal,arrival_terminal,depart_time,arrival_time,aircraft
0,AA2768,American Airlines,PHX,JFK,1578338280000,1578362400000,Airbus A321 (321)
1,AA1388,American Airlines,PHX,JFK,1578353580000,1578377520000,Boeing 737-800 (738)
2,AA2651,American Airlines,PHX,JFK,1578295380000,1578319200000,Boeing 737-800 (738)
3,AA2434,American Airlines,PHX,JFK,1578343260000,1578367740000,Airbus A321 (321)
4,AA2339,American Airlines,PHX,JFK,1578333000000,1578356940000,Boeing 737-800 (738)
5,DL819,Delta Airlines,PHX,JFK,1578316200000,1578339960000,Boeing 737-900 Passenger
6,DL2688,Delta Airlines,PHX,JFK,1578340680000,1578364920000,Boeing 737-900 Passenger
7,DL182,Delta Airlines,SEA,JFK,1578336000000,1578366060000,Boeing 757-200 (winglets) Passenger
8,DL1467,Delta Airlines,SEA,JFK,1578321900000,1578351420000,Boeing 757-200 (752)
9,DL302,Delta Airlines,SEA,JFK,1578376860000,1578406440000,Boeing 757-200 (752)
10,DL2543,Delta Airlines,DEN,JFK,1578315960000,1578337200000,Boeing 737-900 Passenger
11,DL1202,Delta Airlines,DEN,JFK,1578333900000,1578354360000,Boeing 737-900 Passenger
12,DL8796,Delta Airlines,ATL,JFK,1578320700000,1578328500000,Boeing 757-200 (752)
13,DL2350,Delta Airlines,ATL,JFK,1578324000000,1578331800000,Boeing 737-900 Passenger
14,DL843,Delta Airlines,ATL,JFK,1578331920000,1578339780000,Boeing 737-900 Passenger
15,DL8800,Delta Airlines,ATL,JFK,1578337500000,1578345300000,Boeing 777-300ER (76W)
16,DL1888,Delta Airlines,ATL,JFK,1578372180000,1578380160000,Airbus A321 (321)
17,DL1900,Delta Airlines,ATL,JFK,1578343200000,1578351120000,Airbus A319 (319)
18,DL1869,Delta Airlines,ATL,JFK,1578349200000,1578357540000,Airbus A321 (321)
19,DL244,Delta Airlines,ATL,JFK,1578354300000,1578362400000,Boeing 777-200LR
20,DL214,Delta Airlines,ATL,JFK,1578364080000,1578372300000,Airbus A320 (320)
21,AA272,American Airlines,ORD,JFK,1578336240000,1578347820000,Boeing 737-800 (738)
22,DL4957,Delta Airlines,ORD,JFK,1578332100000,1578344160000,Bombardier CRJ-900 (CR9)
23,DL4760,Delta Airlines,ORD,JFK,1578348540000,1578360900000,Bombardier CRJ-900 (CR9)
24,DL5223,Delta Airlines,ORD,JFK,1578361920000,1578374520000,Bombardier CRJ-900 (CR9)
25,DL4851,Delta Airlines,ORD,JFK,1578315600000,1578327180000,Bombardier CRJ-900 (CR9)
26,AA351,American Airlines,BOS,JFK,1578338220000,1578343140000,Airbus A321 (32B)
27,AA1283,American Airlines,BOS,JFK,1578328380000,1578333540000,Airbus A321 (32B)
28,AA197,American Airlines,BOS,JFK,1578315660000,1578320760000,Boeing 737-800 (738)
29,DL928,Delta Airlines,BOS,JFK,1578315600000,1578321120000,Airbus A319 (319)
30,DL3022,Delta Airlines,BOS,JFK,1578355800000,1578361200000,Airbus A319 (319)
31,DL5419,Delta Airlines,BOS,JFK,1578324600000,1578329760000,Bombardier CRJ-900 (CR9)
32,DL6128,Delta Airlines,BOS,JFK,1578333000000,1578338100000,Embraer ERJ-175 (E75)
33,DL5992,Delta Airlines,BOS,JFK,1578339600000,1578345000000,Embraer ERJ-175 (E75)
34,DL5360,Delta Airlines,BOS,JFK,1578344700000,1578349800000,Bombardier CRJ-900 (CR9)
35,DL1360,Delta Airlines,BOS,JFK,1578365940000,1578371340000,Airbus A220-100 Passenger
36,AA164,American Airlines,SFO,JFK,1578324420000,1578355140000,Airbus A321 (32B)
37,DL757,Delta Airlines,SFO,JFK,1578336060000,1578367140000,Boeing 757-200 (winglets) Passenger
38,DL592,Delta Airlines,SFO,JFK,1578341820000,1578372360000,Boeing 757-200 (winglets) Passenger
39,DL430,Delta Airlines,SFO,JFK,1578352500000,1578382320000,Boeing 757-200 (winglets) Passenger
40,DL868,Delta Airlines,SFO,JFK,1578316500000,1578346920000,Boeing 757-200 (winglets) Passenger
41,DL1859,Delta Airlines,SFO,JFK,1578324600000,1578354720000,Boeing 757-200 (winglets) Passenger
42,DL426,Delta Airlines,SFO,JFK,1578374400000,1578404340000,Boeing 757-200 (winglets) Passenger
43,AA166,American Airlines,SFO,JFK,1578350280000,1578381060000,Airbus A321 (32B)
44,DL5115,Delta Airlines,IAD,JFK,1578315600000,1578321000000,Bombardier CRJ-200 (CR2)
45,DL4859,Delta Airlines,IAD,JFK,1578331980000,1578336240000,Bombardier CRJ-900 (CR9)
46,DL4867,Delta Airlines,IAD,JFK,1578350520000,1578355140000,Bombardier CRJ-200 (CR2)
47,AA899,American Airlines,LAX,PHX,1578354240000,1578363060000,Airbus A321 (321)
48,AA53,American Airlines,LAX,PHX,1578364920000,1578373560000,Airbus A321 (321)
49,AA1662,American Airlines,LAX,PHX,1578320520000,1578329700000,Airbus A321 (321)
50,AA1702,American Airlines,LAX,PHX,1578330300000,1578339120000,Airbus A321 (321)
51,AA2027,American Airlines,LAX,PHX,1578315600000,1578324480000,Airbus A321 (321)
52,AA3258,American Airlines,LAX,PHX,1578359100000,1578368100000,Bombardier CRJ-700 (CR7)
53,UA5411,United Airlines,LAX,PHX,1578323700000,1578332880000,Embraer 175 (Enhanced Winglets)
54,DL5759,Delta Airlines,LAX,PHX,1578324900000,1578334320000,Embraer ERJ-175 (E75)
55,DL5766,Delta Airlines,LAX,PHX,1578333600000,1578342960000,Embraer ERJ-175 (E75)
56,DL5718,Delta Airlines,LAX,PHX,1578354180000,1578363480000,Embraer ERJ-175 (E75)
57,DL5735,Delta Airlines,LAX,PHX,1578368400000,1578377400000,Embraer ERJ-175 (E75)
58,DL5696,Delta Airlines,LAX,PHX,1578343800000,1578352920000,Embraer ERJ-175 (E75)
59,UA5656,United Airlines,LAX,PHX,1578373200000,1578381960000,Embraer 175 (Enhanced Winglets)
60,UA5512,United Airlines,LAX,PHX,1578357300000,1578366060000,Embraer 175 (Enhanced Winglets)
61,AA6038,American Airlines,LAX,SEA,1578365520000,1578376980000,Embraer ERJ-175 (E75)
62,AA6054,American Airlines,LAX,SEA,1578339480000,1578350940000,Embraer ERJ-175 (E75)
63,AA6052,American Airlines,LAX,SEA,1578352620000,1578363960000,Embraer ERJ-175 (E75)
64,AA6058,American Airlines,LAX,SEA,1578319200000,1578330780000,Embraer ERJ-175 (E75)
65,DL129,Delta Airlines,LAX,SEA,1578336900000,1578347400000,Boeing 737-900 Passenger
66,DL990,Delta Airlines,LAX,SEA,1578348900000,1578359400000,Boeing 737-900 Passenger
67,DL1836,Delta Airlines,LAX,SEA,1578363540000,1578373800000,Boeing 737-900 Passenger
68,DL2388,Delta Airlines,LAX,SEA,1578369300000,1578379620000,Boeing 737-800 (738)
69,DL2731,Delta Airlines,LAX,SEA,1578355200000,1578365520000,Boeing 737-800 (738)
70,DL2540,Delta Airlines,LAX,SEA,1578327300000,1578337920000,Boeing 737-800 (738)
71,DL1587,Delta Airlines,LAX,SEA,1578315600000,1578326400000,Boeing 737-800 (738)
72,DL1287,Delta Airlines,LAX,SEA,1578322200000,1578332700000,Boeing 737-800 (738)
73,UA5546,United Airlines,LAX,SEA,1578326400000,1578337860000,Embraer 175 (Enhanced Winglets)
74,UA5475,United Airlines,LAX,SEA,1578344760000,1578355500000,Bombardier CRJ-700 (CR7)
75,AA6092,American Airlines,LAX,DEN,1578364620000,1578376680000,Embraer ERJ-175 (E75)
76,AA6087,American Airlines,LAX,DEN,1578331200000,1578343320000,Embraer ERJ-175 (E75)
77,UA1711,United Airlines,LAX,DEN,1578352080000,1578364140000,Boeing 757-300 Passenger
78,AA2418,American Airlines,LAX,DEN,1578350700000,1578362820000,Airbus A319 (319)
79,UA2293,United Airlines,LAX,DEN,1578326400000,1578338880000,Boeing 737-800 (738)
80,UA2049,United Airlines,LAX,DEN,1578334380000,1578346860000,Boeing 737-900 Passenger
81,UA314,United Airlines,LAX,DEN,1578341400000,1578353040000,Boeing 777-200 (777)
82,UA1942,United Airlines,LAX,DEN,1578341580000,1578353700000,Boeing 737-900 Passenger
83,DL653,Delta Airlines,LAX,DEN,1578346200000,1578357900000,Airbus A319 (319)
84,UA1771,United Airlines,LAX,DEN,1578359640000,1578371700000,Boeing 737-900 Passenger
85,DL1228,Delta Airlines,LAX,DEN,1578322740000,1578334920000,Airbus A319 (319)
86,DL1443,Delta Airlines,LAX,DEN,1578365940000,1578377700000,Airbus A320 (320)
87,UA2142,United Airlines,LAX,DEN,1578317400000,1578329580000,Boeing 737-800 (738)
88,AA890,American Airlines,LAX,ATL,1578330840000,1578357180000,Boeing 737-800 (738)
89,AA1071,American Airlines,LAX,ATL,1578376320000,1578402540000,Boeing 737-800 (738)
90,AA2601,American Airlines,LAX,ATL,1578353340000,1578379620000,Airbus A321 (321)
91,AA1409,American Airlines,LAX,ATL,1578322800000,1578349200000,Boeing 737-800 (738)
92,DL1954,Delta Airlines,LAX,ATL,1578325500000,1578351480000,Boeing 757-300 Passenger
93,DL1449,Delta Airlines,LAX,ATL,1578345600000,1578371640000,Airbus A321 (321)
94,DL1901,Delta Airlines,LAX,ATL,1578354780000,1578380340000,Airbus A321 (321)
95,DL1206,Delta Airlines,LAX,ATL,1578357600000,1578382800000,Boeing 757-200 (752)
96,DL2282,Delta Airlines,LAX,ATL,1578375000000,1578400620000,Boeing 757-200 (752)
97,DL1110,Delta Airlines,LAX,ATL,1578337260000,1578363360000,Airbus A321 (321)
98,DL1195,Delta Airlines,LAX,ATL,1578380100000,1578405780000,Boeing 737-900 Passenger
99,DL1125,Delta Airlines,LAX,ATL,1578349800000,1578375480000,Boeing 757-200 (752)
100,DL1008,Delta Airlines,LAX,ATL,1578316500000,1578342360000,Boeing 757-200 (752)
101,DL284,Delta Airlines,LAX,ATL,1578321900000,1578347160000,Boeing 777-200LR
102,DL1530,Delta Airlines,LAX,ATL,1578331800000,1578357600000,Airbus A321 (321)
103,AA2452,American Airlines,LAX,ORD,1578316500000,1578338700000,Airbus A321 (321)
104,AA256,American Airlines,LAX,ORD,1578327960000,1578349980000,Boeing 737-800 (738)
105,AA426,American Airlines,LAX,ORD,1578349140000,1578371100000,Airbus A321 (321)
106,AA18,American Airlines,LAX,ORD,1578364200000,1578385800000,Airbus A321 (321)
107,AA296,American Airlines,LAX,ORD,1578379200000,1578400860000,Airbus A321 (321)
108,AA1598,American Airlines,LAX,ORD,1578319200000,1578341400000,Airbus A321 (321)
109,AA362,American Airlines,LAX,ORD,1578298800000,1578320640000,Airbus A321 (321)
110,AA1384,American Airlines,LAX,ORD,1578335100000,1578357300000,Boeing 737-800 (738)
111,AA2776,American Airlines,LAX,ORD,1578360600000,1578381840000,Airbus A321 (321)
112,UA1146,United Airlines,LAX,ORD,1578297300000,1578318540000,Boeing 737-800 (738)
113,UA613,United Airlines,LAX,ORD,1578332400000,1578354600000,Boeing 737-800 (738)
114,UA269,United Airlines,LAX,ORD,1578339600000,1578361380000,Boeing 757-300 Passenger
115,AA2348,American Airlines,LAX,ORD,1578342420000,1578364740000,Airbus A321 (321)
116,UA2265,United Airlines,LAX,ORD,1578319200000,1578340860000,Boeing 757-300 Passenger
117,UA2039,United Airlines,LAX,ORD,1578324600000,1578346620000,Boeing 757-300 Passenger
118,UA2291,United Airlines,LAX,ORD,1578376500000,1578397920000,Boeing 737-900 Passenger
119,UA1897,United Airlines,LAX,ORD,1578344580000,1578366540000,Boeing 737-800 (738)
120,UA660,United Airlines,LAX,ORD,1578380340000,1578401760000,Boeing 737-900 Passenger
121,AA1423,American Airlines,LAX,BOS,1578315720000,1578345900000,Airbus A321 (321)
122,AA2455,American Airlines,LAX,BOS,1578372000000,1578402120000,Airbus A321 (321)
123,AA167,American Airlines,LAX,BOS,1578331920000,1578362040000,Airbus A321 (321)
124,AA1628,American Airlines,LAX,BOS,1578350400000,1578380340000,Airbus A321 (321)
125,UA824,United Airlines,LAX,BOS,1578325200000,1578355500000,Boeing 737-900 Passenger
126,DL2932,Delta Airlines,LAX,BOS,1578373740000,1578404400000,Boeing 757-200 (winglets) Passenger
127,DL1526,Delta Airlines,LAX,BOS,1578322800000,1578353160000,Boeing 757-200 (winglets) Passenger
